title,link,citation_id,authors,publication,year,cited_by.value,cited_by.link,cited_by.serpapi_link,cited_by.cites_id
A novel framework for multimodal twitter sentiment analysis using feature learning,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DIJx__kAAAAJ&pagesize=100&citation_for_view=DIJx__kAAAAJ:uc_IGeMz5qoC,DIJx__kAAAAJ:uc_IGeMz5qoC,"JS Murthy, AC Shekar, D Bhattacharya, R Namratha, D Sripriya","International Conference on Advances in Computing and Data Sciences, 252-261, 2021",2021,9.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12268501801230574883,https://serpapi.com/search.json?cites=12268501801230574883&engine=google_scholar&hl=en,12268501801230574883
A Real-Time Video Surveillance-Based Framework for Early Plant Disease Detection Using Jetson TX1 and Novel LeafNet-104 Algorithm,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DIJx__kAAAAJ&pagesize=100&citation_for_view=DIJx__kAAAAJ:t7zJ5fGR-2UC,DIJx__kAAAAJ:t7zJ5fGR-2UC,"JS Murthy, GM Siddesh","International Conference on Frontiers in Computing and Systems, 323-342, 2023",2023,8.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7834373800579489501,https://serpapi.com/search.json?cites=7834373800579489501&engine=google_scholar&hl=en,7834373800579489501
Conceptual Analysis and Applications of Bigdata in Smart Society,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DIJx__kAAAAJ&pagesize=100&citation_for_view=DIJx__kAAAAJ:z_wVstp3MssC,DIJx__kAAAAJ:z_wVstp3MssC,"JS Murthy, SS Chitlapalli","Society 5.0: Smart Future Towards Enhancing the Quality of Society, 57-67, 2022",2022,8.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6880332309974167198,https://serpapi.com/search.json?cites=6880332309974167198&engine=google_scholar&hl=en,6880332309974167198
Multimedia video analytics using deep hybrid fusion algorithm,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DIJx__kAAAAJ&pagesize=100&citation_for_view=DIJx__kAAAAJ:p__nRnzSRKYC,DIJx__kAAAAJ:p__nRnzSRKYC,"JS Murthy, GM Siddesh","Multimedia Tools and Applications 84, 14167–14185, 2025",2025,2.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10949257876277723586,https://serpapi.com/search.json?cites=10949257876277723586&engine=google_scholar&hl=en,10949257876277723586
CloudSec Dynamics: Safeguarding Interconnected Realms–From Cyber-Physical Systems to Vehicular Networks in the Cloud Age,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DIJx__kAAAAJ&pagesize=100&citation_for_view=DIJx__kAAAAJ:EYYDruWGBe4C,DIJx__kAAAAJ:EYYDruWGBe4C,"KS Gubbi, JS Murthy","Cloud Security: Concepts, Applications and Practices, 275-295, 2024",2024,2.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7998481700991332636,https://serpapi.com/search.json?cites=7998481700991332636&engine=google_scholar&hl=en,7998481700991332636
Fortifying Cyber Resilience in the Ever-Changing Sky of Cloud Security,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DIJx__kAAAAJ&pagesize=100&citation_for_view=DIJx__kAAAAJ:ML0RJ9NH7IQC,DIJx__kAAAAJ:ML0RJ9NH7IQC,"JS Murthy, WC Lai, K Dhanashekar","Cloud Security: Concepts, Applications and Practices, 197-215, 2024",2024,2.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17046984475846046238,https://serpapi.com/search.json?cites=17046984475846046238&engine=google_scholar&hl=en,17046984475846046238
Collaborative Cloud: Safeguarding Sensitive Information through Innovative Secure Data-Sharing Practices,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DIJx__kAAAAJ&pagesize=100&citation_for_view=DIJx__kAAAAJ:Z5m8FVwuT1cC,DIJx__kAAAAJ:Z5m8FVwuT1cC,"JS Murthy, R Kar","Cloud Security: Concepts, Applications and Practices, 1-16, 2024",2024,2.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13104364734405966188,https://serpapi.com/search.json?cites=13104364734405966188&engine=google_scholar&hl=en,13104364734405966188
"Decoding the Cloud: A Comprehensive Exploration of Data Loss Scenarios, Resilient Storage Architectures, and Advanced Backup Strategies in Cloud Environments",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DIJx__kAAAAJ&pagesize=100&citation_for_view=DIJx__kAAAAJ:BUYA1_V_uYcC,DIJx__kAAAAJ:BUYA1_V_uYcC,JS Murthy,"Cloud Security: Concepts, Applications and Practices, 52-75, 2024",2024,2.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11282428352994777757,https://serpapi.com/search.json?cites=11282428352994777757&engine=google_scholar&hl=en,11282428352994777757
Securing Mobile Workspaces in the Cloud: Navigating Bring Your Own Device Challenges with Cyber Resilience,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DIJx__kAAAAJ&pagesize=100&citation_for_view=DIJx__kAAAAJ:vbGhcppDl1QC,DIJx__kAAAAJ:vbGhcppDl1QC,"HV Srikrishna, JS Murthy","Cloud Security: Concepts, Applications and Practices, 238-262, 2024",2024,1.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3303163723385206212,https://serpapi.com/search.json?cites=3303163723385206212&engine=google_scholar&hl=en,3303163723385206212
SCiphered Clouds and Quantum Secrets: Navigating Secure Information Flow with Emerging Encryption Technologies,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DIJx__kAAAAJ&pagesize=100&citation_for_view=DIJx__kAAAAJ:vDijr-p_gm4C,DIJx__kAAAAJ:vDijr-p_gm4C,"JS Murthy, KG Srinivasa","Cloud Security: Concepts, Applications and Practices, 216-237, 2024",2024,1.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2005562749907018019,https://serpapi.com/search.json?cites=2005562749907018019&engine=google_scholar&hl=en,2005562749907018019
Towards Secure Video Surveillance: A Few-Shot Spatiotemporal Perception Transformer for Unseen Behavioral Anomalies,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DIJx__kAAAAJ&pagesize=100&citation_for_view=DIJx__kAAAAJ:g3aElNc5_aQC,DIJx__kAAAAJ:g3aElNc5_aQC,"JS Murthy, WC Lai","2025 IEEE International Conference on Advanced Visual and Signal-Based …, 2025",2025,,,,
CloudGuardian: Safeguarding the Internet of Things (IoT)–Navigating Security Frontiers in Cloud-Connected Ecosystems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DIJx__kAAAAJ&pagesize=100&citation_for_view=DIJx__kAAAAJ:L7CI7m0gUJcC,DIJx__kAAAAJ:L7CI7m0gUJcC,"JB Dinesh, JS Murthy","Cloud Security: Concepts, Applications and Practices, 263-274, 2024",2024,,,,
