title,link,citation_id,authors,publication,year,cited_by.value,cited_by.link,cited_by.serpapi_link,cited_by.cites_id
Nearest Neighbor Monitoring Mechanism for Efficient and Secure Data Aggregation in WSN Environment,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=i6I2-GQAAAAJ&pagesize=100&citation_for_view=i6I2-GQAAAAJ:roLk4NBRz8UC,i6I2-GQAAAAJ:roLk4NBRz8UC,"S SH, B DR","2021 5th International Conference on Computing Methodologies and …, 2021",2021,1.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=114637830138875799,https://serpapi.com/search.json?cites=114637830138875799&engine=google_scholar&hl=en,114637830138875799
Secure and Optimized Data Sharing Model Group in Healthcare Cloud Environment,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=i6I2-GQAAAAJ&pagesize=100&citation_for_view=i6I2-GQAAAAJ:3fE2CSJIrl8C,i6I2-GQAAAAJ:3fE2CSJIrl8C,"U Hombal, RB Dayananda","International Journal of Innovative Technology and Exploring Engineering 9 …, 2019",2019,1.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4978641947339397377,https://serpapi.com/search.json?cites=4978641947339397377&engine=google_scholar&hl=en,4978641947339397377
Design Testing And Implementation Of Digital Image Processing Systems For Viable Solutions,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=i6I2-GQAAAAJ&pagesize=100&citation_for_view=i6I2-GQAAAAJ:Y0pCki6q_DkC,i6I2-GQAAAAJ:Y0pCki6q_DkC,"GM Someswar, VK Naik, RB Dayananda","International Journal of Innovative Research and Development 2 (8), 34-40, 2013",2013,1.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17770509295307508898,https://serpapi.com/search.json?cites=17770509295307508898&engine=google_scholar&hl=en,17770509295307508898
Plant leaf segmentation through connected pixel approach,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=i6I2-GQAAAAJ&pagesize=100&citation_for_view=i6I2-GQAAAAJ:ufrVoPGSRksC,i6I2-GQAAAAJ:ufrVoPGSRksC,"RB Dayanand, DA Noola","2019 International Conference on Smart Systems and Inventive Technology …, 2019",2019,,,,
Secure Data Sharing with ABE in Wireless Sensor Networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=i6I2-GQAAAAJ&pagesize=100&citation_for_view=i6I2-GQAAAAJ:9yKSN-GCB0IC,i6I2-GQAAAAJ:9yKSN-GCB0IC,"RB Dayananda, GM Someswar, TPS Rao","Compusoft 4 (2), 1523, 2015",2015,,,,
Secure Overlay Cloud Storage with File Assured Deletion,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=i6I2-GQAAAAJ&pagesize=100&citation_for_view=i6I2-GQAAAAJ:d1gkVwhDpl0C,i6I2-GQAAAAJ:d1gkVwhDpl0C,"RB Dayananda, GM Someswar, TPS Rao",,2014,,,,
A NOVEL APPROACH FOR CLOUD-BASED MEDICAL DATA ENCRYPTION USING HENON CHAOTIC MAP,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=i6I2-GQAAAAJ&pagesize=100&citation_for_view=i6I2-GQAAAAJ:MXK_kJrjxJIC,i6I2-GQAAAAJ:MXK_kJrjxJIC,"U Hombal, RB Dayananda",,,,,,
"Edara Sandeep, 451 Edwin Prem Kumar. G, 195",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=i6I2-GQAAAAJ&pagesize=100&citation_for_view=i6I2-GQAAAAJ:hqOjcs7Dif8C,i6I2-GQAAAAJ:hqOjcs7Dif8C,"AS Bavadharani, K Bharath Krishna, B Ratlavat, B Goyal, B Bharadwaj, ...",,,,,,
A Hadoop Image Processing Interface For Large Scale Image Processing Using Map Reduce Technique,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=i6I2-GQAAAAJ&pagesize=100&citation_for_view=i6I2-GQAAAAJ:LkGwnXOMwfcC,i6I2-GQAAAAJ:LkGwnXOMwfcC,"MM Nayak, RB Dayananda",,,,,,
Sliced Ridgelet Transform for Image Denoising,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=i6I2-GQAAAAJ&pagesize=100&citation_for_view=i6I2-GQAAAAJ:2osOgNQ5qMEC,i6I2-GQAAAAJ:2osOgNQ5qMEC,"VK Naik, GM Someswar, RB Dayananda",,,,,,
Development of a Suitable Load Balancing Strategy In Case Of a Cloud Computing Architecture,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=i6I2-GQAAAAJ&pagesize=100&citation_for_view=i6I2-GQAAAAJ:u5HHmVD_uO8C,i6I2-GQAAAAJ:u5HHmVD_uO8C,"RB Dayananda, GM Someswar",,,,,,
