title,link,citation_id,authors,publication,year,cited_by.value,cited_by.link,cited_by.serpapi_link,cited_by.cites_id
Drought classification and prediction with satellite image-based indices using variants of deep learning models,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:RGFaLdJalmkC,daxojLsAAAAJ:RGFaLdJalmkC,"S Chaudhari, V Sardar, P Ghosh","International Journal of Information Technology 15 (7), 3463-3472, 2023",2023,18.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6058306143262756694,https://serpapi.com/search.json?cites=6058306143262756694&engine=google_scholar&hl=en,6058306143262756694
A survey on multipath routing techniques in wireless sensor networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:dhFuZR0502QC,daxojLsAAAAJ:dhFuZR0502QC,S Chaudhari,"International Journal of Networking and Virtual Organisations 24 (3), 267-328, 2021",2021,18.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11663378195430613374,https://serpapi.com/search.json?cites=11663378195430613374&engine=google_scholar&hl=en,11663378195430613374
Cluster-based authentication for machine type communication in LTE network using elliptic curve cryptography,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:4TOpqqG69KYC,daxojLsAAAAJ:4TOpqqG69KYC,"KK Jyothi, S Chaudhari","International Journal of Cloud Computing 9 (2-3), 258-284, 2020",2020,14.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3427684841633502093,https://serpapi.com/search.json?cites=3427684841633502093&engine=google_scholar&hl=en,3427684841633502093
"Available bandwidth estimation using collision probability, idle period synchronization and random waiting time in MANETs: cognitive agent based approach",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:9yKSN-GCB0IC,daxojLsAAAAJ:9yKSN-GCB0IC,"SS Chaudhari, RC Biradar","Wireless personal communications 85 (3), 597-621, 2015",2015,14.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5293663984510219551,https://serpapi.com/search.json?cites=5293663984510219551&engine=google_scholar&hl=en,5293663984510219551
Optimized neural network model for attack detection in LTE network,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:9ZlFYXVOiuMC,daxojLsAAAAJ:9ZlFYXVOiuMC,"KK Jyothi, S Chaudhari","Computers & Electrical Engineering 88, 106879, 2020",2020,13.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13712300370297725523,https://serpapi.com/search.json?cites=13712300370297725523&engine=google_scholar&hl=en,13712300370297725523
Survey on data integrity and verification for cloud storage,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:Wp0gIr-vW9MC,daxojLsAAAAJ:Wp0gIr-vW9MC,"SR Pujar, SS Chaudhari, R Aparna","2020 11th International Conference on Computing, Communication and …, 2020",2020,13.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17441015820272439514,https://serpapi.com/search.json?cites=17441015820272439514&engine=google_scholar&hl=en,17441015820272439514
A secure cluster-based authentication and key management protocol for machine-type communication in the LTE network,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:8k81kl-MbHgC,daxojLsAAAAJ:8k81kl-MbHgC,"K Krishna Jyothi, S Chaudhari","International Journal of Computers and Applications 44 (12), 1150-1160, 2022",2022,11.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12006996712768716952,https://serpapi.com/search.json?cites=12006996712768716952&engine=google_scholar&hl=en,12006996712768716952
Resource prediction using wavelet neural network in mobile ad-hoc networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:d1gkVwhDpl0C,daxojLsAAAAJ:d1gkVwhDpl0C,"SS Chaudhari, RC Biradar","2014 International Conference on Advances in Electronics Computers and …, 2014",2014,10.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4987444436627943470,https://serpapi.com/search.json?cites=4987444436627943470&engine=google_scholar&hl=en,4987444436627943470
A novel block chain based cluster head authentication protocol for machine-type communication in LTE network: statistical analysis on attack detection,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:YOwf2qJgpHMC,daxojLsAAAAJ:YOwf2qJgpHMC,"KK Jyothi, S Chaudhari","Journal of King Saud University-Computer and Information Sciences 34 (6 …, 2022",2022,9.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14952539789665399542,https://serpapi.com/search.json?cites=14952539789665399542&engine=google_scholar&hl=en,14952539789665399542
"Comparative study of CNN, VGG16 with LSTM and VGG16 with Bidirectional LSTM using kitchen activity dataset",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:_Qo2XoVZTnwC,daxojLsAAAAJ:_Qo2XoVZTnwC,"R Aparna, CK Chitralekha","2021 Fifth International Conference on I-SMAC (IoT in Social, Mobile …, 2021",2021,9.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7564933758862700736,https://serpapi.com/search.json?cites=7564933758862700736&engine=google_scholar&hl=en,7564933758862700736
Ensemble learning with CNN and BMO for drought prediction,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:isC4tDSrTZIC,daxojLsAAAAJ:isC4tDSrTZIC,"V Sardar, S Chaudhari, A Anchalia, A Kakati, A Paudel, B BN","2022 IEEE 3rd Global Conference for Advancement in Technology (GCAT), 1-6, 2022",2022,8.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6377878696307643096,https://serpapi.com/search.json?cites=6377878696307643096&engine=google_scholar&hl=en,6377878696307643096
Cross layer security MAC aware routing protocol for IoT networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:-f6ydRqryjwC,daxojLsAAAAJ:-f6ydRqryjwC,"G Kalyani, S Chaudhari","Wireless Personal Communications 123 (1), 935-957, 2022",2022,8.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11907280345323376428,https://serpapi.com/search.json?cites=11907280345323376428&engine=google_scholar&hl=en,11907280345323376428
An Effective IOT based Driver's Drowsiness Detection and Monitoring System to Avoid Real-Time Road Accidents,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:TFP_iSt0sucC,daxojLsAAAAJ:TFP_iSt0sucC,"N Qureshi, S Chaudhari, JS Kallimani","2022 IEEE 3rd Global Conference for Advancement in Technology (GCAT), 1-7, 2022",2022,7.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3782831525736587526,https://serpapi.com/search.json?cites=3782831525736587526&engine=google_scholar&hl=en,3782831525736587526
Generating high‐fidelity synthetic battery parameter data: Solving sparse dataset challenges,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:IWHjjKOFINEC,daxojLsAAAAJ:IWHjjKOFINEC,"M Lakshminarayanan, J Channegowda, A Herle, D Prabhu, S Chaudhari","International Journal of Energy Research 45 (11), 16856-16864, 2021",2021,7.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3344134306970833207,https://serpapi.com/search.json?cites=3344134306970833207&engine=google_scholar&hl=en,3344134306970833207
Survey on 6LoWPAN security protocols in IoT communication,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:ULOm3_A8WrAC,daxojLsAAAAJ:ULOm3_A8WrAC,"G Kalyani, S Chaudhari","ICDSMLA 2019: Proceedings of the 1st International Conference on Data …, 2020",2020,7.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2629843794063139232,https://serpapi.com/search.json?cites=2629843794063139232&engine=google_scholar&hl=en,2629843794063139232
Framework for the automation of SDLC phases using artificial intelligence and machine learning techniques,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:_xSYboBqXhAC,daxojLsAAAAJ:_xSYboBqXhAC,"SP Shankar, SS Chaudhari","International Journal on Recent and Innovation Trends in Computing and …, 2023",2023,6.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=615971562829678929,https://serpapi.com/search.json?cites=615971562829678929&engine=google_scholar&hl=en,615971562829678929
Alarm pattern recognition in continuous process control systems using data mining,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:bEWYMUwI8FkC,daxojLsAAAAJ:bEWYMUwI8FkC,"C Belavadi, VS Sardar, SS Chaudhari","International Journal of Computing 21 (3), 333-341, 2022",2022,6.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1476627392084963531,https://serpapi.com/search.json?cites=1476627392084963531&engine=google_scholar&hl=en,1476627392084963531
Coarse-to-fine secure image deduplication with merkle-hash and image features for cloud storage,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:hC7cP41nSMkC,daxojLsAAAAJ:hC7cP41nSMkC,"DP Akarsha, S Chaudhari, R Apama","2021 Asian Conference on Innovation in Technology (ASIANCON), 1-6, 2021",2021,6.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7135912717152893559,https://serpapi.com/search.json?cites=7135912717152893559&engine=google_scholar&hl=en,7135912717152893559
Structured data extraction using machine learning from image of unstructured bills/invoices,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:7PzlFSSx8tAC,daxojLsAAAAJ:7PzlFSSx8tAC,"KM Yindumathi, SS Chaudhari, R Aparna","Smart Computing Techniques and Applications: Proceedings of the Fourth …, 2021",2021,6.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2448865334859515587,https://serpapi.com/search.json?cites=2448865334859515587&engine=google_scholar&hl=en,2448865334859515587
Secure deduplication for images using blockchain,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:aqlVkmm33-oC,daxojLsAAAAJ:aqlVkmm33-oC,"R Aparna, RG Kulkarni, S Chaudhari","2020 IEEE International Conference on Electronics, Computing and …, 2020",2020,6.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10219596369407124899,https://serpapi.com/search.json?cites=10219596369407124899&engine=google_scholar&hl=en,10219596369407124899
A survey on Geographic Multipath Routing Techniques in Wireless Sensor Networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:_FxGoFyzp5QC,daxojLsAAAAJ:_FxGoFyzp5QC,"D Roopa, S Chaudhari","2019 5th International Conference on Advanced Computing & Communication …, 2019",2019,6.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=18340330993514864307,https://serpapi.com/search.json?cites=18340330993514864307&engine=google_scholar&hl=en,18340330993514864307
Enhanced Privacy Preservation in the Routing layer with Variable-length packet data for Attack Free IoT Sector.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:QIV2ME_5wuYC,daxojLsAAAAJ:QIV2ME_5wuYC,"G Kalyani, S Chaudhari","Journal of Engineering Science & Technology Review 14 (1), 2021",2021,5.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6532206446294959455,https://serpapi.com/search.json?cites=6532206446294959455&engine=google_scholar&hl=en,6532206446294959455
Survey on MTC group authentication and key management for MTC in LTE networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:Zph67rFs4hoC,daxojLsAAAAJ:Zph67rFs4hoC,"KK Jyothi, S Chaudhari","ICDSMLA 2019: Proceedings of the 1st International Conference on Data …, 2020",2020,5.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2543698571501612866,https://serpapi.com/search.json?cites=2543698571501612866&engine=google_scholar&hl=en,2543698571501612866
Resource prediction based routing using wavelet neural network in mobile ad-hoc networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:eQOLeE2rZwMC,daxojLsAAAAJ:eQOLeE2rZwMC,"SS Chaudhari, RC Biradar","International Conference on Circuits, Communication, Control and Computing …, 2014",2014,5.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16926769263693005467,https://serpapi.com/search.json?cites=16926769263693005467&engine=google_scholar&hl=en,16926769263693005467
Available bandwidth prediction using wavelet neural network in mobile ad-hoc networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:Tyk-4Ss8FVUC,daxojLsAAAAJ:Tyk-4Ss8FVUC,"SS Chaudhari, RC Biradar","International Conference on Circuits, Communication, Control and Computing …, 2014",2014,5.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12335014502170207586,https://serpapi.com/search.json?cites=12335014502170207586&engine=google_scholar&hl=en,12335014502170207586
Bio-Inspired Based Optimization of Machine Learning Techniques for Energy Efficient Routing for UWSN,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:dfsIfKJdRG4C,daxojLsAAAAJ:dfsIfKJdRG4C,"VR Patil, A Kanavalli, S Chaudhari, KS Aisiri","SN Computer Science 5 (8), 983, 2024",2024,4.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7018692958138019808,https://serpapi.com/search.json?cites=7018692958138019808&engine=google_scholar&hl=en,7018692958138019808
Survey of image deduplication for cloud storage,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:vV6vV6tmYwMC,daxojLsAAAAJ:vV6vV6tmYwMC,"S Chaudhari, R Aparna","System research and information technologies, 113-134, 2023",2023,4.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10274341308272995001,https://serpapi.com/search.json?cites=10274341308272995001&engine=google_scholar&hl=en,10274341308272995001
A Survey on Proxy Re-Signature Schemes for Translating One Type of Signature to Another,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:TQgYirikUcIC,daxojLsAAAAJ:TQgYirikUcIC,"S Chaudhari, R Aparna, A Rane","Cybernetics and Information Technologies 21 (3), 24-49, 2021",2021,4.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6107147036067535542,https://serpapi.com/search.json?cites=6107147036067535542&engine=google_scholar&hl=en,6107147036067535542
Security Aware Routing: Rule Based Attack Detection on Optimal Shortest Route Selection.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:L8Ckcad2t8MC,daxojLsAAAAJ:L8Ckcad2t8MC,"G Kalyani, S Chaudhari","Adhoc & Sensor Wireless Networks 49, 2021",2021,4.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15661589271063095892,https://serpapi.com/search.json?cites=15661589271063095892&engine=google_scholar&hl=en,15661589271063095892
Dynamic priority-based resource allocation policy for mixed traffic in long term evolution network,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:qjMakFHDy7sC,daxojLsAAAAJ:qjMakFHDy7sC,"H Kauser, SS Chaudhari","2016 IEEE International Conference on Recent Trends in Electronics …, 2016",2016,4.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8006954598003191018,https://serpapi.com/search.json?cites=8006954598003191018&engine=google_scholar&hl=en,8006954598003191018
Design of secure transmission of multimedia data using SRTP on Linux platform,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:W7OEmFMy1HYC,daxojLsAAAAJ:W7OEmFMy1HYC,"HG Shashidhar, S Dessai, S Chaudhari","International Journal of Reconfigurable and Embedded Systems 4 (2), 2015",2015,4.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14529048166486407686,https://serpapi.com/search.json?cites=14529048166486407686&engine=google_scholar&hl=en,14529048166486407686
Analysis of Bio Inspired Based Hybrid Learning Model for Software Defect Prediction,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:u_35RYKgDlwC,daxojLsAAAAJ:u_35RYKgDlwC,"SP Shankar, SS Chaudhari","SN Computer Science 5 (7), 825, 2024",2024,3.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12488570930283149409,https://serpapi.com/search.json?cites=12488570930283149409&engine=google_scholar&hl=en,12488570930283149409
Software Defect Predictor and Classifier Tool Using Machine Learning Techniques,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:fPk4N6BV_jEC,daxojLsAAAAJ:fPk4N6BV_jEC,"SP Shankar, D Pushp, N Makadia, R Dubey, A Nayak, SS Chaudhari","2023 International Conference on Network, Multimedia and Information …, 2023",2023,3.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14631241417725804028,https://serpapi.com/search.json?cites=14631241417725804028&engine=google_scholar&hl=en,14631241417725804028
DDoS attacks analysis with cyber data forensics using weighted logistic regression and random forest,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:YFjsv_pBGBYC,daxojLsAAAAJ:YFjsv_pBGBYC,"J Tolanur, S Chaudhari","2023 International conference on device intelligence, computing and …, 2023",2023,3.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8210880613362162350,https://serpapi.com/search.json?cites=8210880613362162350&engine=google_scholar&hl=en,8210880613362162350
Video Deduplication using CNN (Conv2d) and SHA-256 hashing,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:hMod-77fHWUC,daxojLsAAAAJ:hMod-77fHWUC,"PJ Sriraksha, S Chaudhari, R Aparna","2022 Fourth International Conference on Cognitive Computing and Information …, 2022",2022,3.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=572518104610117690,https://serpapi.com/search.json?cites=572518104610117690&engine=google_scholar&hl=en,572518104610117690
Intelligent hybrid model for drought assessment coupled with bio-inspired techniques,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:maZDTaKrznsC,daxojLsAAAAJ:maZDTaKrznsC,"V Sardar, S Chaudhari, A Anchalia, A Kakati, A Paudel, B BN","2022 IEEE 2nd Mysore Sub Section International Conference (MysuruCon), 1-6, 2022",2022,3.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7388008101150664867,https://serpapi.com/search.json?cites=7388008101150664867&engine=google_scholar&hl=en,7388008101150664867
A nutrition-based smart recipe recommender for healthy living,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:k_IJM867U9cC,daxojLsAAAAJ:k_IJM867U9cC,"LA Shubhashree, S Chaudhari, R Aparna","2022 IEEE 3rd Global Conference for Advancement in Technology (GCAT), 1-6, 2022",2022,3.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6582076229113840138,https://serpapi.com/search.json?cites=6582076229113840138&engine=google_scholar&hl=en,6582076229113840138
Outcome analysis of high tibial osteotomy in osteoarthritis of knee: A study protocol,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:M3NEmzRMIkIC,daxojLsAAAAJ:M3NEmzRMIkIC,"S Jadhav, U Dudhekar, K Saoji, S Chaudhari","Int J Cur Res Rev 12, 105-107, 2020",2020,3.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13779686422341749930,https://serpapi.com/search.json?cites=13779686422341749930&engine=google_scholar&hl=en,13779686422341749930
Comparative analysis of mac scheduling algorithms in long term evolution networks using ns3,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=daxojLsAAAAJ&pagesize=100&citation_for_view=daxojLsAAAAJ:mVmsd5A6BfQC,daxojLsAAAAJ:mVmsd5A6BfQC,"M Jha, K Prateek, N Jaiswal, A Anand, S Chaudhari","Asian Journal of Enginnering Technology and Innovation 4 (7), 124-127, 2016",2016,3.0,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1020432860240484553,https://serpapi.com/search.json?cites=1020432860240484553&engine=google_scholar&hl=en,1020432860240484553
